  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153221E-05  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5782012E-05  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.6487520E-05  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.7279120E-05  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.8167302E-05  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.9163867E-05  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1028203E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1153662E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1294431E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1452374E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1629592E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1828433E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2051534E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2301860E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2582728E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2897869E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3251464E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3648201E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4093350E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4592811E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153221E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5782009E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.6487520E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.7279120E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.8167306E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.9163867E-04  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1028203E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1153662E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1294431E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1452375E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1629592E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1828432E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2051534E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2301860E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2582729E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2897869E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3251462E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3648201E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4093350E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
