  0.4592814E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153221E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5782009E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.6487520E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.7279120E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.8167306E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.9163867E-03  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1028203E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1153662E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1294431E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1452375E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1629592E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1828432E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2051534E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2301860E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2582729E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2897869E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3251462E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3648201E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4093350E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4592814E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153221E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5782009E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.6487520E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.7279120E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.8167306E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.9163868E-02  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1028203E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1153662E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1294431E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1452375E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1629592E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1828432E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2051534E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2301860E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2582729E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2897869E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3251462E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3648201E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4093350E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4592814E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153222E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5782012E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.6487520E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.7279120E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.8167301E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.9163867E-01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1028203E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1153662E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1294431E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1452375E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1629592E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1828433E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2051534E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2301860E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2582728E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2897869E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3251464E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3648201E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4093350E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4592811E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153221E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5782012E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.6487520E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.7279121E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.8167302E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.9163867E+00  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1028203E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1153662E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1294431E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1452374E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1629592E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.1828433E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2051534E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2301860E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2582727E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.2897869E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3251464E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.3648201E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4093350E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.4592811E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
  0.5153221E+01  0.0000000E+00  0.0000000E+00  0.1000000E+04
